0.07876	0.45652	0.02552	0.06987
0.07736	0.422	0.02392	0.0557
0.07876	0.4622	0.02552	0.04152
0.07876	0.43599	0.02552	0.04152
0.08017	0.48131	0.02392	0.0557
0.07876	0.45757	0.02552	0.06987
0.08017	0.48304	0.02392	0.06987
0.07736	0.44324	0.02392	0.04152
0.07736	0.43689	0.02392	0.06987
0.18425	0.19437	0.11324	0.0557
0.18143	0.34097	0.11164	0.08404
0.18284	0.3453	0.11324	0.08404
0.18284	0.19253	0.11483	0.04152
0.18143	0.28811	0.11164	0.08404
0.18143	0.23806	0.11164	0.0557
0.18003	0.24504	0.11164	0.0557
0.18003	0.23339	0.11164	0.0557
0.1744	0.24552	0.10845	0.0557
0.17159	0.25488	0.10686	0.06987
0.17018	0.3791	0.10526	0.08404
0.21378	0.33726	0.12919	0.19629
0.21378	0.30821	0.12919	0.19629
0.21238	0.34522	0.12919	0.19643
0.218	0.32273	0.13078	0.22251
0.20394	0.31734	0.1244	0.18211
0.20113	0.35449	0.12281	0.18183
0.19972	0.3639	0.12281	0.16766
0.20394	0.37237	0.12281	0.15349
0.20113	0.40012	0.12281	0.19671
0.20253	0.36267	0.1244	0.16794
0.20675	0.29431	0.13557	0.16823
0.15471	0.29949	0.11962	0.08404
0.15049	0.32044	0.11643	0.06987
0.17862	0.6816	0.13716	0.13917
0.15331	0.33112	0.11802	0.11154
0.16034	0.47456	0.12759	0.11168
0.16174	0.41023	0.12759	0.11154
0.16315	0.53194	0.13078	0.11125
0.16174	0.46876	0.12919	0.11154
0.15331	0.31233	0.11802	0.09821
0.14768	0.31697	0.11962	0.06987
0.14909	0.30323	0.12121	0.07696
0.11111	0.38434	0.07656	0.09821
0.11111	0.35717	0.07656	0.09821
0.11111	0.39486	0.07656	0.09821
0.11533	0.40697	0.07974	0.09821
0.11111	0.4493	0.07656	0.11139
0.1097	0.41981	0.07656	0.11139
0.11533	0.41812	0.07974	0.11139
0.11111	0.42681	0.07656	0.09821
0.11111	0.41522	0.07656	0.09821
0.12236	0.44061	0.08293	0.09821
0.16456	0.45117	0.13557	0.11097
0.14346	0.33285	0.13238	0.0557
0.14487	0.33497	0.13238	0.0557
0.14627	0.30968	0.13397	0.0557
0.14487	0.30395	0.13238	0.0557
0.14346	0.29051	0.13238	0.0557
0.14487	0.3133	0.13238	0.0557
0.14205	0.32172	0.13238	0.0557
0.14487	0.31242	0.13238	0.0557
0.14346	0.35365	0.13238	0.0557
0.14205	0.31718	0.13078	0.0557
0.14346	0.34062	0.13238	0.0557
0.20394	0.39217	0.14354	0.11097
0.20534	0.37522	0.14514	0.11111
0.20534	0.37748	0.14354	0.11111
0.22363	0.39229	0.15311	0.12429
0.1308	0.5238	0.10048	0.11097
0.20394	0.35067	0.14195	0.11111
0.20394	0.35668	0.14195	0.11111
0.20534	0.35661	0.14354	0.11125
0.20394	0.40232	0.14354	0.11111
0.20534	0.36878	0.14354	0.11111
0.20394	0.37184	0.14195	0.11097
0.14909	0.26872	0.11164	0.0557
0.15331	0.35494	0.11164	0.08404
0.15893	0.30764	0.11643	0.08404
0.16174	0.28906	0.11643	0.08404
0.15752	0.23727	0.11643	0.08404
0.15893	0.26139	0.11483	0.09821
0.15331	0.30523	0.11164	0.06987
0.15612	0.26864	0.11483	0.06987
0.15893	0.24548	0.11643	0.09821
0.15893	0.23974	0.11483	0.09821
0.15752	0.24421	0.11483	0.06987
0.1519	0.24534	0.11324	0.06987
0.14346	0.28819	0.1244	0.09821
0.15471	0.28467	0.11962	0.09821
0.15752	0.28487	0.11643	0.09821
0.14205	0.27255	0.12281	0.08404
0.14346	0.29125	0.126	0.09821
0.15752	0.25376	0.11802	0.09821
0.13924	0.30713	0.1244	0.08404
0.15752	0.26842	0.11643	0.09821
0.14346	0.26387	0.126	0.09821
0.15612	0.29446	0.11643	0.09821
0.14346	0.27716	0.1244	0.09821
0.16174	0.69605	0.11802	0.16837
0.15612	0.89876	0.14673	0.16794
0.13783	0.44713	0.13397	0.13988
0.14065	0.49945	0.13876	0.12557
0.13643	0.53912	0.13716	0.09821
0.14487	0.42545	0.13876	0.15448
0.13924	0.45343	0.13557	0.13988
0.13361	0.53259	0.13397	0.12557
0.13502	0.4716	0.13557	0.12557
0.13502	0.47241	0.13397	0.12557
0.13502	0.45884	0.13397	0.12557
0.13502	0.48346	0.13557	0.12557
0.27286	0.23246	0.19936	0.12472
0.27426	0.23983	0.19936	0.13903
0.27567	0.23391	0.19936	0.12401
0.27426	0.25715	0.19777	0.13861
0.27426	0.26387	0.19936	0.13846
0.27426	0.26351	0.19936	0.13846
0.27286	0.27398	0.20096	0.15264
0.27286	0.25556	0.19936	0.15264
0.27567	0.28068	0.20096	0.15235
0.27426	0.26784	0.19936	0.12415
0.27707	0.44856	0.21212	0.214
0.08017	0.61026	0.0622	0.11139
0.08017	0.56237	0.0638	0.11168
0.08017	0.58323	0.0638	0.11154
0.0872	0.47314	0.07018	0.08404
0.08017	0.53534	0.0638	0.11182
0.08861	0.50739	0.06858	0.09821
0.08439	0.55283	0.07337	0.08404
0.08017	0.61569	0.0638	0.11154
0.08439	0.52231	0.06858	0.08404
0.09283	0.48	0.07815	0.08404
0.24473	0.25946	0.18341	0.1396
0.21378	0.29151	0.15949	0.11168
0.27707	0.25694	0.18501	0.19586
0.27567	0.22823	0.18341	0.16752
0.27426	0.25108	0.18501	0.18183
0.50211	0.16713	0.31419	0.10998
0.27145	0.34115	0.1866	0.21287
0.28129	0.21357	0.18022	0.19331
0.27004	0.31336	0.18501	0.20635
0.26723	0.29815	0.18501	0.15292
0.26301	0.27362	0.1866	0.09821
0.27004	0.31897	0.18501	0.18141
0.15752	0.40102	0.13876	0.09821
0.16596	0.42416	0.14354	0.11125
0.15893	0.35956	0.13876	0.09821
0.17581	0.77068	0.14035	0.15363
0.15893	0.36364	0.13876	0.09821
0.16737	0.28621	0.14354	0.08404
0.16034	0.38163	0.14035	0.11125
0.16596	0.61404	0.13716	0.125
0.17722	0.61682	0.14354	0.15363
0.16174	0.57423	0.13876	0.13946
0.17581	0.62552	0.14195	0.13946
0.16596	0.65863	0.13876	0.12514
0.14768	0.42611	0.12121	0.11125
0.15049	0.56684	0.11962	0.1542
0.1519	0.76792	0.11802	0.15391
0.15471	0.45577	0.12281	0.12571
0.15471	0.55203	0.1244	0.13974
0.15612	0.36281	0.126	0.08404
0.15752	0.73486	0.126	0.16823
0.14768	0.38423	0.11962	0.11139
0.14487	0.34742	0.13078	0.06987
0.15752	0.69139	0.1244	0.16837
0.15893	0.61121	0.126	0.1542
0.10549	0.45919	0.08612	0.09821
0.12658	0.42086	0.09888	0.09821
0.12799	0.40944	0.09888	0.09821
0.1519	0.62463	0.11164	0.15434
0.08579	0.52473	0.07496	0.09821
0.12236	0.45381	0.10207	0.09821
0.10689	0.48812	0.08612	0.11196
0.17159	0.33109	0.03987	0.14016
0.11252	0.47945	0.08772	0.11196
0.11533	0.44913	0.09091	0.09821
0.14627	0.48804	0.11164	0.11182
0.15331	0.39096	0.08772	0.11125
0.14627	0.38942	0.08931	0.11139
0.15471	0.35193	0.08772	0.11139
0.13502	0.67548	0.07656	0.13988
0.14627	0.47934	0.08931	0.12557
0.14768	0.36716	0.08931	0.11154
0.14909	0.38364	0.0925	0.09821
0.15331	0.34781	0.08612	0.09821
0.15049	0.35971	0.08931	0.11168
0.14909	0.35821	0.09091	0.09821
0.15049	0.37146	0.08931	0.12599
0.21519	0.20166	0.1866	0.11097
0.22082	0.20082	0.1866	0.12528
0.21941	0.17491	0.18501	0.08404
0.23488	0.345	0.19936	0.19643
0.23769	0.26794	0.19617	0.13818
0.25176	0.33591	0.20415	0.20805
0.24332	0.32686	0.19777	0.20351
0.25035	0.49116	0.20893	0.23682
0.24051	0.18279	0.19777	0.09821
0.23769	0.2833	0.19458	0.1678
0.2391	0.26873	0.19617	0.18226
0.2391	0.23622	0.19617	0.15334
0.18987	0.48151	0.1244	0.15405
0.18987	0.29161	0.12281	0.12599
0.18847	0.38235	0.1244	0.11154
0.18847	0.29686	0.12281	0.12606
0.18987	0.2905	0.12281	0.11168
0.18847	0.29358	0.12281	0.11168
0.18847	0.31836	0.1244	0.13988
0.18987	0.46412	0.1244	0.14002
0.18847	0.30995	0.12281	0.12571
0.18987	0.32216	0.12281	0.14016
0.18706	0.32467	0.12281	0.12571
0.12658	0.55922	0.07496	0.11168
0.13783	0.61057	0.08134	0.12571
0.13643	0.44537	0.07974	0.09821
0.13783	0.59048	0.08293	0.12571
0.13924	0.51858	0.08134	0.12585
0.13783	0.49111	0.08134	0.09821
0.13783	0.45886	0.08134	0.09821
0.13502	0.48091	0.07974	0.09821
0.12799	0.89134	0.07496	0.12571
0.13783	0.63249	0.07974	0.11139
0.13783	0.49922	0.08134	0.11125
0.13924	0.44271	0.08134	0.09821
0.70745	0.31519	0.59809	0.20252
0.70886	0.31152	0.59809	0.20224
0.71027	0.31142	0.59649	0.20266
0.71027	0.30977	0.59649	0.20281
0.70464	0.3059	0.59968	0.20337
0.70323	0.30533	0.60128	0.20323
0.71167	0.31294	0.59649	0.20224
0.70464	0.30886	0.59968	0.20309
0.70323	0.30248	0.60128	0.20295
0.70464	0.31274	0.59968	0.20238
0.52321	0.40044	0.4992	0.20337
0.71027	0.31185	0.59649	0.2021
0.54852	0.40449	0.35088	0.37174
0.53305	0.41614	0.34131	0.37996
0.53165	0.42036	0.33971	0.46684
0.55556	0.40181	0.35407	0.55541
0.61885	0.36446	0.39075	0.38152
0.54008	0.41537	0.34609	0.3407
0.55696	0.40222	0.35247	0.44473
0.53305	0.41263	0.33812	0.43622
0.55696	0.40786	0.35726	0.34906
0.55696	0.40095	0.35407	0.45337
0.53868	0.41056	0.3429	0.32398
0.55977	0.3999	0.35566	0.52679
0.53305	0.41658	0.34131	0.32214
0.53165	0.42021	0.34131	0.41752
0.55837	0.4004	0.35407	0.59226
0.19409	0.62932	0.11962	0.31732
0.19128	0.62707	0.11802	0.31774
0.19269	0.61855	0.11643	0.31944
0.19128	0.60646	0.11802	0.30499
0.18987	0.61328	0.11643	0.30499
0.19269	0.57967	0.11643	0.31732
0.20113	0.59074	0.12281	0.3176
0.21238	1	0.14035	0.14697
0.19269	0.64444	0.11802	0.33333
0.19269	0.63662	0.11643	0.31916
0.1955	0.62539	0.11802	0.33376
0.21238	1	0.13876	0.14697
0.19128	0.6006	0.11802	0.30499
0.73699	0.30128	0.45933	0.49178
0.70464	0.32657	0.4386	0.44501
0.72152	0.30522	0.44976	0.60863
0.70042	0.3164	0.43381	0.56193
